thread_id,n_msgs,telos_mean_w_l002,telos_mean_w_l005,telos_slope,telos_vol,label
100027863,5,0.052456147968769073,0.052601806819438934,0.10118869692087173,0.047538574784994125,1
100090822,10,0.008164513856172562,0.00667310506105423,-0.12452175468206406,0.19402946531772614,1
100130180,11,0.03546389192342758,0.0336252897977829,-0.14641223847866058,0.14144445955753326,1
100079887,20,-0.03354615718126297,-0.027225136756896973,0.392579585313797,0.14061391353607178,1
100138721,14,-0.0016300724819302559,-0.0014364630915224552,-0.03039044514298439,0.15220008790493011,1
100083570,5,0.004415210336446762,0.0017682388424873352,-0.6960064172744751,0.13856938481330872,1
100106602,5,-0.06142164766788483,-0.06086670607328415,0.1455482691526413,0.1988443285226822,1
100113794,15,-0.04739280790090561,-0.05078103393316269,-0.21574868261814117,0.12643954157829285,1
100129746,13,0.050224944949150085,0.048329394310712814,-0.26345568895339966,0.11425357311964035,1
100056025,5,0.07820149511098862,0.07733779400587082,-0.2560635805130005,0.1539074182510376,1
100107865,8,-0.021144090220332146,-0.02190718799829483,-0.1479848325252533,0.1465027630329132,1
100077744,5,-0.09978381544351578,-0.09730034321546555,0.7900859713554382,0.07579340785741806,1
100088087,16,-0.057585179805755615,-0.055620670318603516,0.1830475628376007,0.0992954894900322,1
100124490,5,-0.15072643756866455,-0.14996850490570068,0.22785571217536926,0.12525692582130432,1
100011952,18,0.00036125537008047104,-0.0016588021535426378,-0.16043956577777863,0.10195372998714447,1
100128186,14,-0.09757838398218155,-0.09403860569000244,0.27655506134033203,0.1493912935256958,1
100027157,5,-0.0993461087346077,-0.09759554266929626,0.5563259124755859,0.09214873611927032,1
100066969,11,-0.10180296003818512,-0.09647991508245468,0.6769500374794006,0.09030219167470932,1
100104130,5,-0.03882444649934769,-0.03889491781592369,-0.055981993675231934,0.15355011820793152,1
100073172,5,-0.03214969485998154,-0.03546833246946335,-0.9281197786331177,0.060946378856897354,1
100011197,6,-0.16729339957237244,-0.16599851846694946,0.38392043113708496,0.12452777475118637,1
100114842,11,-0.07716343551874161,-0.07769966870546341,-0.10596422851085663,0.09169813245534897,1
100089411,6,-0.037895847111940384,-0.03336942940950394,0.7298875451087952,0.1265316605567932,1
100066228,7,-0.051762890070676804,-0.04931117966771126,0.36849769949913025,0.14807258546352386,1
100130921,11,-0.014371868222951889,-0.009786287322640419,0.4862334132194519,0.1630566418170929,1
100115403,22,-0.06661802530288696,-0.0636862963438034,0.18252524733543396,0.14980193972587585,1
100101977,8,-0.05627815052866936,-0.05774261802434921,-0.2016945630311966,0.08896750211715698,1
100039230,12,0.007726633921265602,0.007373368833214045,-0.08334123343229294,0.11592696607112885,1
100140657,9,-0.07445553690195084,-0.07837440073490143,-0.441290944814682,0.17826630175113678,1
100044646,7,-0.06154058128595352,-0.060952674597501755,0.13574323058128357,0.1598348319530487,1
100085793,13,-0.14008992910385132,-0.1433001309633255,-0.31313756108283997,0.1783861666917801,1
100077693,8,-0.07018139958381653,-0.0710635632276535,-0.19345426559448242,0.10373321920633316,1
100094496,8,-0.058405499905347824,-0.05788926035165787,0.04577110707759857,0.0953003540635109,1
100067407,12,0.03493599593639374,0.034799281507730484,-0.021642684936523438,0.16948209702968597,1
100115264,8,-0.05672872066497803,-0.057966385036706924,-0.17980708181858063,0.12879756093025208,1
100112396,10,0.01948128268122673,0.018480636179447174,-0.2673342227935791,0.08462699502706528,1
100057861,15,-0.055004995316267014,-0.05493909865617752,-0.05448373779654503,0.15386536717414856,1
100043801,9,0.05323886126279831,0.056755609810352325,0.47274133563041687,0.13604417443275452,1
100113081,5,-0.013602936640381813,-0.010536262765526772,0.4968806207180023,0.30298757553100586,1
100076318,5,-0.009386038407683372,-0.005803997628390789,0.7784731388092041,0.1497897356748581,1
100076455,12,0.06899386644363403,0.07335913181304932,0.3192915618419647,0.22284461557865143,1
100039424,7,-0.008625988848507404,-0.008296416141092777,0.11245303601026535,0.1043216735124588,1
100019074,19,0.03738435357809067,0.03479009121656418,-0.18727444112300873,0.1451488584280014,1
100109201,52,-0.06741165369749069,-0.057278282940387726,0.1558135449886322,0.1315913200378418,1
100026242,5,-0.027114063501358032,-0.028739552944898605,-0.3599201738834381,0.1528191864490509,1
100115263,14,-0.07084652036428452,-0.06765072047710419,0.5479536056518555,0.05821343511343002,1
100076206,10,0.016046376898884773,0.01960984244942665,0.5034332871437073,0.11569737643003464,1
100067750,7,-0.07138512283563614,-0.07471337169408798,-0.49810662865638733,0.16533419489860535,1
100055317,7,-0.053440891206264496,-0.05364682152867317,-0.0492422915995121,0.16354115307331085,1
100033076,10,-0.12218023091554642,-0.12108127027750015,0.15047025680541992,0.10210806131362915,1
100082627,6,-0.015571624971926212,-0.013146277517080307,0.3325260281562805,0.24022424221038818,0
100031488,13,-0.1647316962480545,-0.16673940420150757,-0.2515236735343933,0.1211259514093399,0
100076648,5,-0.0702611580491066,-0.07053454220294952,-0.14186707139015198,0.08538598567247391,0
100009336,8,0.0003075515851378441,-0.0028477758169174194,-0.5725379586219788,0.13074299693107605,0
100087980,8,-0.014749417081475258,-0.01310938224196434,0.22488726675510406,0.18241727352142334,0
100123711,7,-0.04128270223736763,-0.041667912155389786,-0.04338927939534187,0.2091045081615448,0
100127302,5,-0.135823592543602,-0.13423800468444824,0.49905475974082947,0.15687257051467896,0
100020191,6,-0.0018854830414056778,-0.0030906088650226593,-0.36011946201324463,0.08230092376470566,0
100116868,10,-0.0009779129177331924,0.005384652875363827,0.7664468884468079,0.11579407006502151,0
100022577,9,-0.03946299850940704,-0.03856617957353592,0.18527238070964813,0.12635664641857147,0
100046302,7,-0.10905200242996216,-0.11029449850320816,-0.34943172335624695,0.09636437892913818,0
100087019,5,-0.05774913728237152,-0.05763202905654907,0.03703366592526436,0.17426440119743347,0
100101584,48,-0.05213575437664986,-0.05867501348257065,-0.2351941466331482,0.16089722514152527,0
100118438,11,-0.06973399221897125,-0.07419174909591675,-0.5103026032447815,0.13843442499637604,0
100106901,11,0.010373789817094803,0.008517477661371231,-0.2764473259449005,0.08613066375255585,0
100143457,6,-0.0809575542807579,-0.08238188922405243,-0.3147893249988556,0.14265887439250946,0
100059998,5,-0.06177327409386635,-0.0592530257999897,0.41979271173477173,0.21440835297107697,0
100129381,5,-0.07743978500366211,-0.07966200262308121,-0.5464329123497009,0.1929866373538971,0
100147725,5,0.0021062903106212616,0.0017434470355510712,-0.09579348564147949,0.25181078910827637,0
100027102,13,-0.17575718462467194,-0.173300638794899,0.22621294856071472,0.1813277304172516,0
100068108,8,-0.09068407863378525,-0.09484182298183441,-0.49634528160095215,0.19638977944850922,0
100145410,7,0.015244951471686363,0.018016554415225983,0.4996216297149658,0.15864302217960358,0
100052568,66,-0.03287774324417114,-0.03236040100455284,-0.02823794074356556,0.12619154155254364,0
100035654,11,-0.12846727669239044,-0.13037657737731934,-0.15040843188762665,0.17439569532871246,0
100106800,13,-0.03795008361339569,-0.041251346468925476,-0.44407159090042114,0.11202754825353622,0
100078878,8,-0.0307964775711298,-0.03337043523788452,-0.3474733233451843,0.17558510601520538,0
100072932,10,-0.14274916052818298,-0.14658299088478088,-0.31632062792778015,0.18359903991222382,0
100087741,7,-0.12013310939073563,-0.11943700909614563,0.07443223893642426,0.19780054688453674,0
100034292,10,0.09305696189403534,0.09187383949756622,-0.08579139411449432,0.14562055468559265,0
100104187,7,-0.08804163336753845,-0.08886967599391937,-0.1544833928346634,0.11746829748153687,0
100112034,8,0.0034767966717481613,0.006416271440684795,0.40446561574935913,0.19995026290416718,0
100053961,8,-0.11822845786809921,-0.11565178632736206,0.3497549295425415,0.1944563090801239,0
100067857,5,0.007972601801156998,0.010090842843055725,0.4403442442417145,0.1550460159778595,0
100147722,5,0.002310730516910553,0.0021631531417369843,-0.04086749628186226,0.2897478938102722,0
100029412,17,0.04625321924686432,0.046855006366968155,0.010786670260131359,0.09562385827302933,0
100048643,7,-0.016612093895673752,-0.023018939420580864,-0.9542487263679504,0.051990825682878494,0
100075208,14,-0.025792427361011505,-0.028832372277975082,-0.26026466488838196,0.16609923541545868,0
100061971,125,0.027051741257309914,0.03147837519645691,0.07968343794345856,0.12806695699691772,0
100026254,9,0.008394358679652214,0.010540902614593506,0.2740795314311981,0.11100012063980103,0
100017090,39,-0.054430242627859116,-0.04793759062886238,0.10487798601388931,0.13301174342632294,0
100113439,10,-0.13141310214996338,-0.131241574883461,0.0008667850052006543,0.20010456442832947,0
100420520,5,-0.09367793798446655,-0.0990547239780426,-0.8799454569816589,0.13242030143737793,0
100081403,11,0.019586805254220963,0.016536641865968704,-0.35140275955200195,0.1409485787153244,0
100138853,24,-0.08926112204790115,-0.08796943724155426,0.11842646449804306,0.13776850700378418,0
100420332,63,-0.07967469096183777,-0.08239279687404633,0.014029583893716335,0.1396510899066925,0
100072884,14,0.012004120275378227,0.006569520104676485,-0.39278295636177063,0.19489048421382904,0
100084621,7,-0.0011906232684850693,0.0010165311396121979,0.46357154846191406,0.07140866667032242,0
100122984,6,-0.09446235001087189,-0.094283327460289,0.05260647460818291,0.15407724678516388,0
100123522,10,-0.016238708049058914,-0.01567809097468853,0.13472045958042145,0.09093048423528671,0
100121716,8,-0.02737303264439106,-0.03162796050310135,-0.5965147018432617,0.1664074957370758,0
